Year,State_Code,State_Name,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,GeoLocation,Category,Demographic,Lat,Long
2018,AL,Alabama,38.6,33.9,43.6,758.0,"(32.84057112200048, -86.63186076199969)",Income,"$50,000 - $74,999",32.84057112200048, -86.63186076199969
2018,UT,Utah,26.8,25.2,28.4,4685.0,"(39.360700171000474, -111.58713063499971)",Gender,Female,39.360700171000474, -111.58713063499971
2015,US,National,10.2,9.0,11.4,8324.0,,Race/Ethnicity,Asian,,
2018,IL,Illinois,28.9,17.9,43.0,61.0,"(40.48501028300046, -88.99771017799969)",Race/Ethnicity,2 or more races,40.48501028300046, -88.99771017799969
2018,TN,Tennessee,38.4,33.5,43.6,629.0,"(35.68094058000048, -85.77449091399967)",Age (years),35 - 44,35.68094058000048, -85.77449091399967
2018,KS,Kansas,38.1,29.2,47.8,150.0,"(38.34774030000045, -98.20078122699965)",Race/Ethnicity,2 or more races,38.34774030000045, -98.20078122699965
2018,DE,Delaware,32.4,30.4,34.5,3298.0,"(39.008830667000495, -75.57774116799965)",Race/Ethnicity,Non-Hispanic White,39.008830667000495, -75.57774116799965
2018,WI,Wisconsin,34.4,29.4,39.8,477.0,"(44.39319117400049, -89.81637074199966)",Age (years),25 - 34,44.39319117400049, -89.81637074199966
2018,KY,Kentucky,41.3,36.4,46.3,1074.0,"(37.645970271000465, -84.77497104799966)",Income,"$15,000 - $24,999",37.645970271000465, -84.77497104799966
2018,NH,New Hampshire,24.7,19.5,30.7,325.0,"(43.65595011300047, -71.50036091999965)",Age (years),25 - 34,43.65595011300047, -71.50036091999965
2018,MI,Michigan,28.0,25.1,31.1,1446.0,"(44.6613195430005, -84.71439026999968)",Income,Data not reported,44.6613195430005, -84.71439026999968
2018,CT,Connecticut,33.5,30.7,36.5,1684.0,"(41.56266102000046, -72.64984095199964)",Age (years),45 - 54,41.56266102000046, -72.64984095199964
2018,FL,Florida,14.5,7.2,26.8,135.0,"(28.932040377000476, -81.92896053899966)",Race/Ethnicity,Asian,28.932040377000476, -81.92896053899966
2018,DC,District of Columbia,32.3,23.9,41.9,222.0,"(38.89037138500049, -77.03196112699965)",Income,"$25,000 - $34,999",38.89037138500049, -77.03196112699965
2018,ND,North Dakota,44.8,34.7,55.3,168.0,"(47.47531977900047, -100.11842104899966)",Race/Ethnicity,American Indian/Alaska Native,47.47531977900047, -100.11842104899966
2016,AZ,Arizona,30.2,28.0,32.5,4358.0,"(34.86597028, -111.763811277)",Gender,Male,34.86597028, -111.763811277
2016,NM,New Mexico,37.5,31.9,43.4,534.0,"(34.520880952, -106.240580985)",Race/Ethnicity,American Indian/Alaska Native,34.520880952, -106.240580985
2016,AZ,Arizona,28.3,16.2,44.7,97.0,"(34.86597028, -111.763811277)",Race/Ethnicity,Other,34.86597028, -111.763811277
2016,WA,Washington,32.4,29.3,35.7,1418.0,"(47.522278629, -120.47001079)",Income,"$15,000 - $24,999",47.522278629, -120.47001079
2016,PA,Pennsylvania,38.5,33.4,44.0,534.0,"(40.793730152, -77.860700294)",Race/Ethnicity,Non-Hispanic Black,40.793730152, -77.860700294
2016,OH,Ohio,30.9,27.4,34.5,1478.0,"(40.060210141, -82.404260056)",Income,"$35,000 - $49,999",40.060210141, -82.404260056
2016,WV,West Virginia,43.9,35.4,52.8,173.0,"(38.665510202, -80.712640135)",Race/Ethnicity,Non-Hispanic Black,38.665510202, -80.712640135
2016,MO,Missouri,33.4,28.9,38.3,889.0,"(38.635790776, -92.566300053)",Income,"$50,000 - $74,999",38.635790776, -92.566300053
2018,NE,Nebraska,39.5,34.6,44.7,857.0,"(41.6410409880005, -99.36572062299967)",Education,Less than high school,41.6410409880005, -99.36572062299967
2018,ME,Maine,27.2,25.5,28.9,4746.0,"(45.254228894000505, -68.98503133599962)",Age (years),65 or older,45.254228894000505, -68.98503133599962
2018,FL,Florida,37.2,31.5,43.2,1230.0,"(28.932040377000476, -81.92896053899966)",Education,Less than high school,28.932040377000476, -81.92896053899966
2018,KS,Kansas,39.8,36.6,43.2,1110.0,"(38.34774030000045, -98.20078122699965)",Age (years),35 - 44,38.34774030000045, -98.20078122699965
2018,ME,Maine,30.2,26.7,34.1,1527.0,"(45.254228894000505, -68.98503133599962)",Income,"$50,000 - $74,999",45.254228894000505, -68.98503133599962
2018,PA,Pennsylvania,28.3,25.6,31.2,1704.0,"(40.79373015200048, -77.86070029399963)",Age (years),65 or older,40.79373015200048, -77.86070029399963
2018,MS,Mississippi,44.0,40.0,48.1,1099.0,"(32.745510099000455, -89.53803082499968)",Income,"$15,000 - $24,999",32.745510099000455, -89.53803082499968
2018,NY,New York,32.4,25.8,39.7,557.0,"(42.82700103200045, -75.54397042699964)",Race/Ethnicity,2 or more races,42.82700103200045, -75.54397042699964
2018,NJ,New Jersey,25.8,22.5,29.4,1384.0,"(40.13057004800049, -74.27369128799967)",Gender,Male,40.13057004800049, -74.27369128799967
2018,IN,Indiana,33.6,32.0,35.2,5746.0,"(39.766910452000445, -86.14996019399968)",Race/Ethnicity,Non-Hispanic White,39.766910452000445, -86.14996019399968
2018,CO,Colorado,29.2,26.5,32.2,1235.0,"(38.843840757000464, -106.13361092099967)",Age (years),45 - 54,38.843840757000464, -106.13361092099967
2018,VA,Virginia,29.4,16.9,46.0,87.0,"(37.54268067400045, -78.45789046299967)",Race/Ethnicity,American Indian/Alaska Native,37.54268067400045, -78.45789046299967
2018,OK,Oklahoma,33.2,27.5,39.4,357.0,"(35.47203135600046, -97.52107021399968)",Education,Less than high school,35.47203135600046, -97.52107021399968
2018,OK,Oklahoma,34.8,33.1,36.6,4855.0,"(35.47203135600046, -97.52107021399968)",Total,Total,35.47203135600046, -97.52107021399968
2018,DE,Delaware,34.8,28.5,41.5,378.0,"(39.008830667000495, -75.57774116799965)",Income,"$25,000 - $34,999",39.008830667000495, -75.57774116799965
2018,NM,New Mexico,25.7,23.2,28.3,2222.0,"(34.52088095200048, -106.24058098499967)",Education,College graduate,34.52088095200048, -106.24058098499967
2018,OR,Oregon,38.4,24.6,54.3,59.0,"(44.56744942400047, -120.15503132599969)",Race/Ethnicity,Non-Hispanic Black,44.56744942400047, -120.15503132599969
2018,MN,Minnesota,32.7,31.2,34.3,4745.0,"(46.35564873600049, -94.79420050299967)",Education,Some college or technical school,46.35564873600049, -94.79420050299967
2018,CT,Connecticut,34.0,29.0,39.4,681.0,"(41.56266102000046, -72.64984095199964)",Income,"$25,000 - $34,999",41.56266102000046, -72.64984095199964
2018,IL,Illinois,36.3,32.9,40.0,981.0,"(40.48501028300046, -88.99771017799969)",Age (years),55 - 64,40.48501028300046, -88.99771017799969
2018,SC,South Carolina,39.2,35.7,42.8,1561.0,"(33.998821303000454, -81.04537120699968)",Income,"$15,000 - $24,999",33.998821303000454, -81.04537120699968
2018,NH,New Hampshire,29.9,27.0,33.1,1259.0,"(43.65595011300047, -71.50036091999965)",Age (years),55 - 64,43.65595011300047, -71.50036091999965
2018,AK,Alaska,29.8,24.0,36.4,341.0,"(64.84507995700051, -147.72205903599973)",Age (years),35 - 44,64.84507995700051, -147.72205903599973
2018,ND,North Dakota,35.7,30.8,41.0,436.0,"(47.47531977900047, -100.11842104899966)",Age (years),25 - 34,47.47531977900047, -100.11842104899966
2018,PA,Pennsylvania,16.1,12.3,20.7,444.0,"(40.79373015200048, -77.86070029399963)",Age (years),18 - 24,40.79373015200048, -77.86070029399963
2018,MT,Montana,25.8,19.8,32.9,300.0,"(47.06652897200047, -109.42442064499971)",Education,Less than high school,47.06652897200047, -109.42442064499971
2018,VT,Vermont,32.3,25.3,40.2,280.0,"(43.62538123900049, -72.51764079099962)",Education,Less than high school,43.62538123900049, -72.51764079099962
2018,PA,Pennsylvania,18.6,10.9,29.9,75.0,"(40.79373015200048, -77.86070029399963)",Race/Ethnicity,2 or more races,40.79373015200048, -77.86070029399963
2018,NV,Nevada,27.6,24.9,30.5,2019.0,"(39.493240390000494, -117.07184056399967)",Race/Ethnicity,Non-Hispanic White,39.493240390000494, -117.07184056399967
2018,NV,Nevada,27.9,23.6,32.5,865.0,"(39.493240390000494, -117.07184056399967)",Income,"$75,000 or greater",39.493240390000494, -117.07184056399967
2018,WY,Wyoming,34.2,27.1,42.1,228.0,"(43.23554134300048, -108.10983035299967)",Income,"Less than $15,000",43.23554134300048, -108.10983035299967
2018,LA,Louisiana,27.9,22.2,34.5,326.0,"(31.31266064400046, -92.44568007099969)",Age (years),18 - 24,31.31266064400046, -92.44568007099969
2018,MA,Massachusetts,26.9,23.1,31.2,751.0,"(42.27687047000046, -72.08269067499964)",Income,"$50,000 - $74,999",42.27687047000046, -72.08269067499964
2018,TN,Tennessee,39.2,35.2,43.2,1012.0,"(35.68094058000048, -85.77449091399967)",Age (years),55 - 64,35.68094058000048, -85.77449091399967
2018,WA,Washington,34.9,30.4,39.8,734.0,"(47.52227862900048, -120.47001078999972)",Income,"Less than $15,000",47.52227862900048, -120.47001078999972
2014,US,National,28.9,28.6,29.2,425875.0,,Total,Total,,
2018,MT,Montana,26.5,22.1,31.3,689.0,"(47.06652897200047, -109.42442064499971)",Income,"$15,000 - $24,999",47.06652897200047, -109.42442064499971
2018,NH,New Hampshire,33.9,30.6,37.5,1422.0,"(43.65595011300047, -71.50036091999965)",Education,High school graduate,43.65595011300047, -71.50036091999965
2018,CO,Colorado,23.7,21.0,26.6,1042.0,"(38.843840757000464, -106.13361092099967)",Age (years),35 - 44,38.843840757000464, -106.13361092099967
2018,AR,Arkansas,30.6,25.7,36.0,845.0,"(34.74865012400045, -92.27449074299966)",Income,Data not reported,34.74865012400045, -92.27449074299966
2018,ID,Idaho,32.9,27.3,39.0,500.0,"(43.682630005000476, -114.3637300419997)",Income,"$15,000 - $24,999",43.682630005000476, -114.3637300419997
2018,WI,Wisconsin,28.4,25.6,31.4,1575.0,"(44.39319117400049, -89.81637074199966)",Age (years),65 or older,44.39319117400049, -89.81637074199966
2018,CA,California,27.2,24.6,30.0,1758.0,"(37.63864012300047, -120.99999953799971)",Age (years),35 - 44,37.63864012300047, -120.99999953799971
2018,NY,New York,25.2,23.0,27.5,3664.0,"(42.82700103200045, -75.54397042699964)",Age (years),25 - 34,42.82700103200045, -75.54397042699964
2018,AR,Arkansas,45.7,41.0,50.6,600.0,"(34.74865012400045, -92.27449074299966)",Age (years),45 - 54,34.74865012400045, -92.27449074299966
2018,US,National,33.0,32.5,33.6,109407.0,,Education,Some college or technical school,,
2018,VA,Virginia,30.2,28.5,32.0,5102.0,"(37.54268067400045, -78.45789046299967)",Gender,Female,37.54268067400045, -78.45789046299967
2018,HI,Hawaii,45.2,40.5,50.0,744.0,"(21.304850435000446, -157.85774940299973)",Race/Ethnicity,Hawaiian/Pacific Islander,21.304850435000446, -157.85774940299973
2018,CT,Connecticut,30.4,27.0,34.0,951.0,"(41.56266102000046, -72.64984095199964)",Age (years),35 - 44,41.56266102000046, -72.64984095199964
2018,OH,Ohio,36.1,31.4,41.0,723.0,"(40.06021014100048, -82.40426005599966)",Race/Ethnicity,Non-Hispanic Black,40.06021014100048, -82.40426005599966
2018,AL,Alabama,31.8,29.4,34.2,2251.0,"(32.84057112200048, -86.63186076199969)",Age (years),65 or older,32.84057112200048, -86.63186076199969
2018,PA,Pennsylvania,41.9,36.9,47.1,615.0,"(40.79373015200048, -77.86070029399963)",Race/Ethnicity,Non-Hispanic Black,40.79373015200048, -77.86070029399963
2018,US,National,34.2,33.1,35.4,27006.0,,Race/Ethnicity,Hispanic,,
2018,MA,Massachusetts,24.5,22.3,26.7,2409.0,"(42.27687047000046, -72.08269067499964)",Income,"$75,000 or greater",42.27687047000046, -72.08269067499964
2018,WV,West Virginia,36.6,32.0,41.5,619.0,"(38.66551020200046, -80.71264013499967)",Income,"$25,000 - $34,999",38.66551020200046, -80.71264013499967
2018,DC,District of Columbia,30.1,22.4,39.0,169.0,"(38.89037138500049, -77.03196112699965)",Race/Ethnicity,Hispanic,38.89037138500049, -77.03196112699965
2018,IN,Indiana,35.5,30.0,41.4,478.0,"(39.766910452000445, -86.14996019399968)",Income,"Less than $15,000",39.766910452000445, -86.14996019399968
2018,SD,South Dakota,36.5,28.7,45.2,529.0,"(44.353130053000484, -100.3735306369997)",Income,"Less than $15,000",44.353130053000484, -100.3735306369997
2018,KY,Kentucky,42.4,38.6,46.3,1781.0,"(37.645970271000465, -84.77497104799966)",Age (years),55 - 64,37.645970271000465, -84.77497104799966
2018,FL,Florida,30.7,29.1,32.3,13804.0,"(28.932040377000476, -81.92896053899966)",Total,Total,28.932040377000476, -81.92896053899966
2018,MT,Montana,27.3,22.1,33.3,468.0,"(47.06652897200047, -109.42442064499971)",Income,"$25,000 - $34,999",47.06652897200047, -109.42442064499971
2018,VT,Vermont,31.8,26.3,37.8,556.0,"(43.62538123900049, -72.51764079099962)",Income,"$25,000 - $34,999",43.62538123900049, -72.51764079099962
2018,LA,Louisiana,29.3,20.5,39.9,143.0,"(31.31266064400046, -92.44568007099969)",Race/Ethnicity,Hispanic,31.31266064400046, -92.44568007099969
2018,AK,Alaska,25.1,18.8,32.8,362.0,"(64.84507995700051, -147.72205903599973)",Income,"$50,000 - $74,999",64.84507995700051, -147.72205903599973
2018,MD,Maryland,36.9,33.8,40.1,1526.0,"(39.29058096400047, -76.60926011099963)",Age (years),35 - 44,39.29058096400047, -76.60926011099963
2018,IN,Indiana,34.6,29.6,39.9,542.0,"(39.766910452000445, -86.14996019399968)",Education,Less than high school,39.766910452000445, -86.14996019399968
2018,AL,Alabama,43.9,40.6,47.2,1569.0,"(32.84057112200048, -86.63186076199969)",Race/Ethnicity,Non-Hispanic Black,32.84057112200048, -86.63186076199969
2018,KS,Kansas,28.9,27.3,30.7,3861.0,"(38.34774030000045, -98.20078122699965)",Education,College graduate,38.34774030000045, -98.20078122699965
2018,TX,Texas,38.6,33.9,43.5,1472.0,"(31.827240407000488, -99.42677020599967)",Age (years),45 - 54,31.827240407000488, -99.42677020599967
2018,VA,Virginia,34.1,29.3,39.3,650.0,"(37.54268067400045, -78.45789046299967)",Education,Less than high school,37.54268067400045, -78.45789046299967
2018,HI,Hawaii,30.3,26.6,34.3,978.0,"(21.304850435000446, -157.85774940299973)",Age (years),35 - 44,21.304850435000446, -157.85774940299973
2018,CT,Connecticut,29.9,26.1,33.9,963.0,"(41.56266102000046, -72.64984095199964)",Income,"$15,000 - $24,999",41.56266102000046, -72.64984095199964
2018,NE,Nebraska,32.4,30.6,34.2,5135.0,"(41.6410409880005, -99.36572062299967)",Age (years),65 or older,41.6410409880005, -99.36572062299967
2018,ND,North Dakota,36.0,33.6,38.4,2611.0,"(47.47531977900047, -100.11842104899966)",Gender,Male,47.47531977900047, -100.11842104899966
2018,OR,Oregon,29.9,28.4,31.4,5471.0,"(44.56744942400047, -120.15503132599969)",Total,Total,44.56744942400047, -120.15503132599969
2018,MN,Minnesota,24.7,22.3,27.2,1858.0,"(46.35564873600049, -94.79420050299967)",Income,Data not reported,46.35564873600049, -94.79420050299967
2018,FL,Florida,25.9,23.6,28.3,4221.0,"(28.932040377000476, -81.92896053899966)",Education,College graduate,28.932040377000476, -81.92896053899966
2018,WI,Wisconsin,31.0,28.6,33.5,2241.0,"(44.39319117400049, -89.81637074199966)",Gender,Male,44.39319117400049, -89.81637074199966
2018,US,National,26.7,25.9,27.5,57927.0,,Income,Data not reported,,
2018,NE,Nebraska,34.3,29.9,38.9,814.0,"(41.6410409880005, -99.36572062299967)",Race/Ethnicity,Hispanic,41.6410409880005, -99.36572062299967
2018,MI,Michigan,33.5,29.5,37.7,801.0,"(44.6613195430005, -84.71439026999968)",Income,"$25,000 - $34,999",44.6613195430005, -84.71439026999968
2018,TN,Tennessee,35.3,31.7,39.0,1251.0,"(35.68094058000048, -85.77449091399967)",Education,Some college or technical school,35.68094058000048, -85.77449091399967
2018,WA,Washington,28.7,27.6,29.8,11864.0,"(47.52227862900048, -120.47001078999972)",Total,Total,47.52227862900048, -120.47001078999972
2018,OR,Oregon,33.5,29.2,38.0,645.0,"(44.56744942400047, -120.15503132599969)",Income,"$35,000 - $49,999",44.56744942400047, -120.15503132599969
2018,IA,Iowa,34.6,31.3,38.0,908.0,"(42.46940091300047, -93.81649055599968)",Age (years),25 - 34,42.46940091300047, -93.81649055599968
2018,NC,North Carolina,37.8,32.1,43.9,433.0,"(35.466220975000454, -79.15925046299964)",Education,Less than high school,35.466220975000454, -79.15925046299964
2018,NE,Nebraska,20.3,17.1,23.9,857.0,"(41.6410409880005, -99.36572062299967)",Age (years),18 - 24,41.6410409880005, -99.36572062299967
2018,IL,Illinois,27.4,23.6,31.5,657.0,"(40.48501028300046, -88.99771017799969)",Age (years),25 - 34,40.48501028300046, -88.99771017799969
2018,FL,Florida,34.1,18.3,54.6,82.0,"(28.932040377000476, -81.92896053899966)",Race/Ethnicity,Other,28.932040377000476, -81.92896053899966
2018,GA,Georgia,36.5,33.7,39.3,1661.0,"(32.83968109300048, -83.62758034599966)",Age (years),55 - 64,32.83968109300048, -83.62758034599966
2018,VA,Virginia,15.9,12.7,19.7,529.0,"(37.54268067400045, -78.45789046299967)",Age (years),18 - 24,37.54268067400045, -78.45789046299967
2018,SC,South Carolina,43.6,40.3,46.9,1344.0,"(33.998821303000454, -81.04537120699968)",Age (years),45 - 54,33.998821303000454, -81.04537120699968
2018,VA,Virginia,29.2,27.2,31.3,3234.0,"(37.54268067400045, -78.45789046299967)",Age (years),65 or older,37.54268067400045, -78.45789046299967
2018,RI,Rhode Island,32.2,26.5,38.6,377.0,"(41.70828019300046, -71.52247031399963)",Race/Ethnicity,Hispanic,41.70828019300046, -71.52247031399963
2016,PA,Pennsylvania,30.3,28.8,31.8,6367.0,"(40.793730152, -77.860700294)",Total,Total,40.793730152, -77.860700294
2016,TX,Texas,35.5,30.8,40.5,1502.0,"(31.827240407, -99.426770206)",Income,"$50,000 - $74,999",31.827240407, -99.426770206
2016,CA,California,25.0,23.9,26.1,10352.0,"(37.638640123, -120.999999538)",Total,Total,37.638640123, -120.999999538
2016,AK,Alaska,32.8,21.3,46.8,153.0,"(64.845079957001, -147.722059036)",Education,Less than high school,64.845079957001, -147.722059036
2016,TX,Texas,36.3,30.8,42.2,1035.0,"(31.827240407, -99.426770206)",Income,"$25,000 - $34,999",31.827240407, -99.426770206
2018,NJ,New Jersey,27.8,22.8,33.4,669.0,"(40.13057004800049, -74.27369128799967)",Education,Some college or technical school,40.13057004800049, -74.27369128799967
2018,CA,California,27.6,25.3,30.1,2096.0,"(37.63864012300047, -120.99999953799971)",Education,High school graduate,37.63864012300047, -120.99999953799971
2018,TX,Texas,36.1,32.6,39.8,2787.0,"(31.827240407000488, -99.42677020599967)",Education,Some college or technical school,31.827240407000488, -99.42677020599967
2018,UT,Utah,40.6,30.5,51.5,124.0,"(39.360700171000474, -111.58713063499971)",Race/Ethnicity,American Indian/Alaska Native,39.360700171000474, -111.58713063499971
2018,NY,New York,27.6,26.7,28.6,32076.0,"(42.82700103200045, -75.54397042699964)",Total,Total,42.82700103200045, -75.54397042699964
2018,IL,Illinois,31.2,26.2,36.8,428.0,"(40.48501028300046, -88.99771017799969)",Income,"$25,000 - $34,999",40.48501028300046, -88.99771017799969
2018,DE,Delaware,30.0,25.4,34.9,706.0,"(39.008830667000495, -75.57774116799965)",Income,Data not reported,39.008830667000495, -75.57774116799965
2018,NH,New Hampshire,34.9,28.4,42.0,403.0,"(43.65595011300047, -71.50036091999965)",Income,"$25,000 - $34,999",43.65595011300047, -71.50036091999965
2018,MD,Maryland,36.6,31.3,42.2,804.0,"(39.29058096400047, -76.60926011099963)",Income,"Less than $15,000",39.29058096400047, -76.60926011099963
2018,MN,Minnesota,32.5,30.3,34.8,2171.0,"(46.35564873600049, -94.79420050299967)",Age (years),35 - 44,46.35564873600049, -94.79420050299967
2018,VA,Virginia,27.7,22.8,33.3,435.0,"(37.54268067400045, -78.45789046299967)",Race/Ethnicity,Hispanic,37.54268067400045, -78.45789046299967
2018,PA,Pennsylvania,34.7,31.5,38.2,1147.0,"(40.79373015200048, -77.86070029399963)",Age (years),55 - 64,40.79373015200048, -77.86070029399963
2018,NM,New Mexico,39.7,35.4,44.1,891.0,"(34.52088095200048, -106.24058098499967)",Age (years),45 - 54,34.52088095200048, -106.24058098499967
2018,NE,Nebraska,33.8,32.1,35.4,7331.0,"(41.6410409880005, -99.36572062299967)",Gender,Female,41.6410409880005, -99.36572062299967
